fips,year,total_subs_adj
47083,2015,60491.16004
47085,2015,409340.4228
47087,2015,129484.81
47089,2015,134842.47
47091,2015,25042.00486
47093,2015,36879.7906
47095,2015,1676876.976
47097,2015,4706143.127
47099,2015,1972684.655
47101,2015,55897.50424
47103,2015,2654596.969
47105,2015,297108.8405
47107,2015,464578.7862
47109,2015,1492606.427
47111,2015,3397706.666
47113,2015,3881268.925
47115,2015,274242.2147
47117,2015,358053.6949
47119,2015,806852.6902
47121,2015,119046.6286
47123,2015,469274.0952
47125,2015,2598672.714
47127,2015,1303.301368
47129,2015,17150.50437
47131,2015,4598007.635
47133,2015,157991.5848
47135,2015,182858.1041
47137,2015,27920.39622
47139,2015,210230.6429
47141,2015,169004.3744
47143,2015,194688.3996
47145,2015,3106.308597
47147,2015,6338166.419
47149,2015,748742.3558
47151,2015,277.1387966
47153,2015,30833.02867
47155,2015,34207.91579
47157,2015,2512358.425
47159,2015,846044.8242
47161,2015,398202.4393
47163,2015,59306.63245
47165,2015,1137136.864
47167,2015,3282991.535
47169,2015,319383.7375
47171,2015,0
47173,2015,55674.93717
47175,2015,80479.39449
47177,2015,1748496.489
47179,2015,265726.8844
47181,2015,344833.4253
47183,2015,4934175.925
47185,2015,218372.5313
47187,2015,276170.4159
47189,2015,189729.8622
47001,2014,12641.59679
47003,2014,886502.2559
47005,2014,1157398.804
47007,2014,266769.2028
47009,2014,136043.2355
47011,2014,196335.1604
47013,2014,56362.18811
47015,2014,465781.1559
47017,2014,4210844.859
47019,2014,44292.05344
47021,2014,399569.5242
47023,2014,760855.3585
47025,2014,780276.5256
47027,2014,382145.8042
47029,2014,472704.9269
47031,2014,1569741.308
47033,2014,6665128.361
47035,2014,316782.2864
47037,2014,52215.61618
47039,2014,376734.5385
47041,2014,462510.4698
47043,2014,627640.5935
47045,2014,5724297.681
47047,2014,6922973.141
47049,2014,86535.38845
47051,2014,1599211.663
47053,2014,9732925.058
47055,2014,1054893.452
47057,2014,300209.8847
47059,2014,1411929.104
47061,2014,162335.8341
47063,2014,259611.5061
47065,2014,13437.37116
47067,2014,316131.781
47069,2014,2992534.601
47071,2014,1451975.247
47073,2014,802055.1075
47075,2014,8330388.228
47077,2014,1631369.493
47079,2014,4667666.343
47081,2014,348398.5622
47083,2014,753727.5701
47085,2014,938261.7705
47087,2014,311018.5301
47089,2014,267840.5608
47091,2014,174376.0605
47093,2014,61553.41416
47095,2014,2155912.978
47097,2014,6674546.27
47099,2014,1950368.198
47101,2014,28821.98616
47103,2014,1640350.527
47105,2014,364136.736
47107,2014,551612.6311
47109,2014,1474071.07
47111,2014,5853408.6
47113,2014,4752376.257
47115,2014,180401.5144
47117,2014,412787.9239
47119,2014,867561.7579
47121,2014,113374.8817
47123,2014,544400.4586
47125,2014,3978682.761
47127,2014,13856.08733
47129,2014,9490.543936
47131,2014,5674551.636
47133,2014,149365.2461
47135,2014,135056.2616
47137,2014,168451.013
47139,2014,215307.703
47141,2014,175169.6986
47143,2014,190829.8972
47145,2014,20536.31938
47147,2014,4740582.774
47149,2014,820065.2439
47151,2014,284.1288336
47153,2014,25447.68922
47155,2014,99760.19706
47157,2014,2918414.361
47159,2014,1358836.534
47161,2014,1033549.609
47163,2014,174915.478
47165,2014,1767339.026
47167,2014,4931675.437
47169,2014,729797.7271
47171,2014,11156.86341
47173,2014,123695.3809
47175,2014,58157.75416
47177,2014,922995.7206
47179,2014,656463.6478
47181,2014,330396.9711
47183,2014,5598801.393
47185,2014,322606.9275
47187,2014,321314.4618
47189,2014,312822.6414
47001,2013,7441.579222
47003,2013,1472184.638
47005,2013,1085299.639
47007,2013,419691.5992
47009,2013,307692.0845
47011,2013,661093.7788
47013,2013,55793.92181
47015,2013,721206.4452
47017,2013,5261443.078
47019,2013,73055.86561
47021,2013,446726.1146
47023,2013,1121674.417
47025,2013,655360.7975
47027,2013,474468.8347
47029,2013,438375.3832
47031,2013,2485473.339
47033,2013,7516766.219
47035,2013,592945.38
47037,2013,53296.74028
47039,2013,624614.7252
47041,2013,682973.1731
47043,2013,474147.3185
47045,2013,8460078.441
47047,2013,7553111.669
47049,2013,164199.1896
47051,2013,2699812.762
47053,2013,12968357.88
47055,2013,1724229.438
47057,2013,301876.5517
47059,2013,1653030.981
47061,2013,212060.5682
47063,2013,367685.2685
47065,2013,151938.126
47067,2013,204743.9024
47069,2013,3519967.989
47071,2013,1919537.492
47073,2013,1001959.6
47075,2013,10425605.78
47077,2013,2490556.771
47079,2013,5466324.928
47081,2013,557686.1327
47083,2013,124410.4743
47085,2013,675205.7329
47087,2013,385453.3831
47089,2013,349831.3439
47091,2013,254664.7227
47093,2013,103718.3003
47095,2013,3227617.441
47097,2013,7649615.407
47099,2013,2971400.533
47101,2013,48926.94416
47103,2013,2481270.819
47105,2013,633496.61
47107,2013,1029419.907
47109,2013,2103585.962
47111,2013,5518150.949
47113,2013,6200399.625
47115,2013,308495.875
47117,2013,735273.8649
47119,2013,1383765.512
47121,2013,233841.118
47123,2013,866725.1094
47125,2013,3547340.314
47127,2013,84690.18981
47129,2013,34258.85399
47131,2013,8296579.852
47133,2013,342022.6279
47135,2013,213836.5107
47137,2013,269896.5524
47139,2013,469843.7808
47141,2013,247587.0216
47143,2013,293525.8203
47145,2013,32432.94614
47147,2013,6899048.885
47149,2013,1283773.976
47151,2013,11148.79129
47153,2013,104620.9353
47155,2013,157391.9531
47157,2013,3495496.913
47159,2013,1371598.949
47161,2013,683659.6536
47163,2013,259301.7248
47165,2013,2150225.362
47167,2013,5664512.507
47169,2013,752171.9306
47171,2013,11345.3941
47173,2013,121609.1558
47175,2013,86231.51237
47177,2013,1399981.442
47179,2013,898725.7466
47181,2013,389017.2163
47183,2013,8129158.983
47185,2013,477674.2208
47187,2013,1166308.686
47189,2013,495208.8016
47001,2012,11804.58907
47003,2012,1627301.378
47005,2012,987984.8672
47007,2012,524177.3669
47009,2012,333022.6699
47011,2012,747243.3948
47013,2012,63561.22023
47015,2012,774817.2205
47017,2012,7799091.561
47019,2012,98929.75914
47021,2012,426062.8204
47023,2012,938791.9091
47025,2012,825395.7093
47027,2012,738105.0698
47029,2012,605736.1453
47031,2012,2356365.199
47033,2012,8229764.36
47035,2012,496873.8079
47037,2012,68463.52785
47039,2012,554425.1785
47041,2012,622103.2781
47043,2012,470384.3586
47045,2012,9599898.667
47047,2012,6926883.447
47049,2012,159209.169
47051,2012,3015663.798
47053,2012,14596955.18
47055,2012,1472627.175
47057,2012,470788.104
47059,2012,2044277.721
47061,2012,247590.8036
47063,2012,498346.4859
47065,2012,81033.68881
47067,2012,213755.6148
47069,2012,3568402.292
47071,2012,2136362.561
47073,2012,1181328.173
47075,2012,10242551.04
47077,2012,2506337.864
47079,2012,5767082.846
47081,2012,535354.2752
47083,2012,116447.456
47085,2012,678247.0554
47087,2012,408683.0147
47089,2012,429707.5604
47091,2012,274914.2189
47093,2012,82895.77146
47095,2012,3316022.803
47097,2012,8030766.412
47099,2012,2675159.704
47101,2012,39495.34646
47103,2012,3092877.35
47105,2012,677924.9416
47107,2012,1207026.679
47109,2012,2106178.731
47111,2012,9081971.632
47113,2012,6445654.222
47115,2012,326774.5442
47117,2012,731164.1788
47119,2012,1206790.609
47121,2012,232452.5571
47123,2012,1025735.063
47125,2012,3587434.585
47127,2012,44576.36107
47129,2012,19321.31367
47131,2012,9308585.325
47133,2012,354331.8229
47135,2012,211621.0591
47137,2012,258101.4218
47139,2012,551317.6626
47141,2012,244765.6889
47143,2012,266270.0959
47145,2012,52148.24214
47147,2012,7851335.775
47149,2012,1234679.93
47151,2012,12467.56992
47153,2012,78303.44323
47155,2012,100802.8731
47157,2012,3706059.619
47159,2012,1646414.201
47161,2012,601358.9274
47163,2012,283676.3767
47165,2012,2454922.1
47167,2012,6363025.408
47169,2012,859795.7005
47171,2012,11522.18791
47173,2012,125317.7206
47175,2012,87630.40339
47177,2012,1248773.512
47179,2012,1158569.508
47181,2012,378862.1142
47183,2012,8443382.083
47185,2012,592897.9239
47187,2012,538349.2719
47189,2012,368169.4797
47001,2011,14952.63223
47003,2011,1475351.913
47005,2011,1162186.976
47007,2011,446792.4011
47009,2011,266201.6868
47011,2011,380484.45
47013,2011,62481.36598
47015,2011,889007.9946
47017,2011,6679820.915
47019,2011,86752.0767
47021,2011,660762.3831
47023,2011,1212106.058
47025,2011,754020.8937
47027,2011,726002.45
47029,2011,498530.7165
47031,2011,2963646.854
47033,2011,8881503.079
47035,2011,430479.005
47037,2011,64988.86631
47039,2011,562317.6498
47041,2011,788137.9927
47043,2011,553319.486
47045,2011,9132571.9
47047,2011,7932906.468
47049,2011,193612.5938
47051,2011,3483409.092
47053,2011,14566433.25
47055,2011,1795089.746
47057,2011,409547.1222
47059,2011,1562817.039
47061,2011,241492.7831
47063,2011,409753.2645
47065,2011,77894.72042
47067,2011,238598.907
47069,2011,3879606.535
47071,2011,2497597.616
47073,2011,1368602.916
47075,2011,11471213.6
47077,2011,2770075.939
47079,2011,5778219.096
47081,2011,1637698.479
47083,2011,246642.959
47085,2011,1011178.232
47087,2011,543251.1851
47089,2011,277813.2382
47091,2011,200148.3157
47093,2011,106192.5262
47095,2011,3855454.102
47097,2011,9212836.692
47099,2011,2664528.875
47101,2011,116380.232
47103,2011,2882758.002
47105,2011,540003.6004
47107,2011,844965.6551
47109,2011,2671931.971
47111,2011,8758340.43
47113,2011,6984777.338
47115,2011,348321.7593
47117,2011,526664.0592
47119,2011,1430996.418
47121,2011,178199.2394
47123,2011,672871.8298
47125,2011,4033344.691
47127,2011,56210.36224
47129,2011,22747.73658
47131,2011,9277726.43
47133,2011,228268.1408
47135,2011,407178.1765
47137,2011,213099.2282
47139,2011,383925.7858
47141,2011,336586.2973
47143,2011,483148.903
47145,2011,43836.19733
47147,2011,7611686.214
47149,2011,1242978.952
47151,2011,12961.05066
47153,2011,57999.18098
47155,2011,105522.2824
47157,2011,4223538.479
47159,2011,1556505.483
47161,2011,686240.6591
47163,2011,266479.9225
47165,2011,2179521.312
47167,2011,6556563.644
47169,2011,812939.2661
47171,2011,11765.87643
47173,2011,142425.1174
47175,2011,103303.1559
47177,2011,1272106.959
47179,2011,930764.7465
47181,2011,478173.3284
47183,2011,8556291.776
47185,2011,390072.8789
47187,2011,646840.4619
47189,2011,436670.0301
47001,2010,12469.49952
47003,2010,1718961.468
47005,2010,1043634.535
47007,2010,553702.4106
47009,2010,351780.6505
47011,2010,789332.9533
47013,2010,67141.39734
47015,2010,818459.9143
47017,2010,8238386.605
47019,2010,104502.12
47021,2010,450061.4213
47023,2010,991670.713
47025,2010,871887.3092
47027,2010,779679.899
47029,2010,639855.1045
47031,2010,2489090.856
47033,2010,8693317.668
47035,2010,524860.9395
47037,2010,72319.83448
47039,2010,585653.9737
47041,2010,657144.1396
47043,2010,496879.4338
47045,2010,10140626.76
47047,2010,7317050.115
47049,2010,168176.8543
47051,2010,3185525.397
47053,2010,15419149.67
47055,2010,1555575.018
47057,2010,497305.9208
47059,2010,2159424.602
47061,2010,261536.7116
47063,2010,526416.5681
47065,2010,85598.02783
47067,2010,225795.7071
47069,2010,3769397.681
47071,2010,2256696.254
47073,2010,1247868.181
47075,2010,10819477.45
47077,2010,2647510.947
47079,2010,6091922.078
47081,2010,565508.8744
47083,2010,123006.5264
47085,2010,716450.2959
47087,2010,431702.6731
47089,2010,453911.4565
47091,2010,290399.1575
47093,2010,87564.99495
47095,2010,3502802.554
47097,2010,8483110.875
47099,2010,2825841.92
47101,2010,41719.97863
47103,2010,3267088.112
47105,2010,716110.0385
47107,2010,1275014.192
47109,2010,2224812.276
47111,2010,9593526.74
47113,2010,6808714.962
47115,2010,345180.5902
47117,2010,772348.0523
47119,2010,1274764.825
47121,2010,245545.7816
47123,2010,1083511.065
47125,2010,3789501.996
47127,2010,47087.18869
47129,2010,20409.61444
47131,2010,9832904.775
47133,2010,374290.0722
47135,2010,223540.9195
47137,2010,272639.3554
47139,2010,582371.4225
47141,2010,258552.4682
47143,2010,281268.1418
47145,2010,55085.56685
47147,2010,8293573.55
47149,2010,1304225.052
47151,2010,13169.82372
47153,2010,82713.99724
47155,2010,106480.7398
47157,2010,3914808.755
47159,2010,1739150.847
47161,2010,635231.3335
47163,2010,299654.8564
47165,2010,2593199.117
47167,2010,6721431.961
47169,2010,908224.9294
47171,2010,12171.19171
47173,2010,132376.4213
47175,2010,92566.31183
47177,2010,1319112.476
47179,2010,1223827.601
47181,2010,400202.0675
47183,2010,8918967.717
47185,2010,626293.7518
47187,2010,568672.5686
47189,2010,388907.1549
46003,2019,17421978
46005,2019,40387255
46007,2019,6168009
46009,2019,21270245
46011,2019,27294269
46013,2019,74707902
46015,2019,15675327
46017,2019,5301070
46019,2019,2701303
46021,2019,17019659
46023,2019,34668807
46025,2019,28381802
46027,2019,21221159
46029,2019,19543656
46031,2019,11645516
46033,2019,882600
46035,2019,17613040
46037,2019,31427652
46039,2019,19010034
46041,2019,7338443
46043,2019,20314949
46045,2019,45550828
46047,2019,1580191
46049,2019,33164079
46051,2019,21925478
46053,2019,11841834
46055,2019,12021637
46057,2019,18624173
46059,2019,39505500
46061,2019,18209937
46063,2019,2126271
46065,2019,15311074
46067,2019,37920307
46069,2019,14024297
46071,2019,4610193
46073,2019,11595459
46075,2019,7324018
46077,2019,29147545
46079,2019,22555344
46081,2019,230438
46083,2019,25296791
46085,2019,26497273
46087,2019,26370486
46089,2019,17804364
46091,2019,25107047
46093,2019,7073243
46095,2019,3529655
46097,2019,18608322
46099,2019,28292076
46101,2019,22528342
46102,2019,914440
46103,2019,6628739
46105,2019,10028677
46107,2019,23374031
46109,2019,34021546
46111,2019,15978830
46113,2019,1922473
46115,2019,56468252
46117,2019,9016499
46119,2019,35308044
46121,2019,2712176
46123,2019,19759575
46125,2019,28890637
46127,2019,25372376
46129,2019,16577316
46135,2019,20733824
46137,2019,5627963
46003,2018,13673056
46005,2018,36810392.19
46007,2018,5493202.156
46009,2018,19014717.49
46011,2018,20506571.84
46013,2018,72371542.87
46015,2018,19316822.51
46017,2018,5480002.644
46019,2018,6102811.339
46021,2018,16154743.81
46023,2018,31216615.57
46025,2018,22558837.1
46027,2018,13803935.77
46029,2018,15754432.04
46031,2018,14240770.99
46033,2018,939583.7792
46035,2018,17908788
46037,2018,27322062.42
46039,2018,16577000.31
46041,2018,9426131.92
46043,2018,14262779.65
46045,2018,35826673.37
46047,2018,2015453.581
46049,2018,20885716.29
46051,2018,18802813.88
46053,2018,8819043.695
46055,2018,13306096.18
46057,2018,15244603.69
46059,2018,37546173.12
46061,2018,15436126.52
46063,2018,5323143.002
46065,2018,14181630.97
46067,2018,31881120.55
46069,2018,13833390.59
46071,2018,6775423.172
46073,2018,10717742.59
46075,2018,6824629.563
46077,2018,21193873.03
46079,2018,15905328.25
46081,2018,508496.8238
46083,2018,17151139.49
46085,2018,21376898.27
46087,2018,18838685.78
46089,2018,17235022.25
46091,2018,21470202.16
46093,2018,10314253.23
46095,2018,3440036.699
46097,2018,13237805
46099,2018,21369425.72
46101,2018,17985958.36
46102,2018,736155.4153
46103,2018,8564616.665
46105,2018,14940172.58
46107,2018,22781007.23
46109,2018,31641387.95
46111,2018,11238029.26
46113,2018,2333685.017
46115,2018,49178318.32
46117,2018,9863679.592
46119,2018,28533261.22
46121,2018,2246346.591
46123,2018,20725218.31
46125,2018,21687121.3
46127,2018,13836836.1
46129,2018,15872768.92
46135,2018,15776181.9
46137,2018,9776798.877
46003,2017,14790285.95
46005,2017,30274769.92
46007,2017,7557564.674
46009,2017,14930610.3
46011,2017,10863592.65
46013,2017,40381361.44
46015,2017,15523583.35
46017,2017,5689344.835
46019,2017,8303772.102
46021,2017,12648926.98
46023,2017,24627920.32
46025,2017,15583184.03
46027,2017,13351194.16
46029,2017,15617081.54
46031,2017,15134566.29
46033,2017,2608042.071
46035,2017,12996043.58
46037,2017,25515195.8
46039,2017,9298525.359
46041,2017,9611538.61
46043,2017,11564647.54
46045,2017,25093580.42
46047,2017,4384211.846
46049,2017,24679672.17
46051,2017,10703035.92
46053,2017,10560341.83
46055,2017,17243442.78
46057,2017,8427581.617
46059,2017,30354589.54
46061,2017,14388527.46
46063,2017,8800330.023
46065,2017,14182073.46
46067,2017,27394317.96
46069,2017,13691097.02
46071,2017,6844534.824
46073,2017,6425849.825
46075,2017,6811090.378
46077,2017,12811293.86
46079,2017,9629767.4
46081,2017,611585.5915
46083,2017,13937858.56
46085,2017,22760870.35
46087,2017,14842257.09
46089,2017,13853625.26
46091,2017,15103327.13
46093,2017,22632179.62
46095,2017,5247684.298
46097,2017,13991617.09
46099,2017,12154925
46101,2017,7721099.36
46102,2017,705370.3032
46103,2017,13173157.54
46105,2017,26276332.37
46107,2017,21278461.01
46109,2017,19381023.18
46111,2017,7577372.955
46113,2017,2592955.712
46115,2017,41991123.03
46117,2017,9967331.541
46119,2017,28438612.6
46121,2017,2411822.169
46123,2017,20581564.3
46125,2017,21125542.11
46127,2017,11665938.71
46129,2017,14420291.05
46135,2017,15432522.14
46137,2017,10216808.31
46003,2016,17022285.57
46005,2016,25047359.59
46007,2016,4206200.97
46009,2016,10766298.18
46011,2016,15524344.14
46013,2016,63773691.59
46015,2016,10429797.9
46017,2016,3907987.297
46019,2016,5811917.803
46021,2016,12361540.33
46023,2016,20579294.56
46025,2016,14539743.41
46027,2016,9009490.725
46029,2016,14868926.87
46031,2016,8165223.061
46033,2016,2101213.443
46035,2016,14951120.73
46037,2016,29816657.34
46039,2016,11869678.99
46041,2016,4800264.388
46043,2016,9219120.145
46045,2016,22171705.88
46047,2016,2794027.692
46049,2016,17139348.44
46051,2016,10283048.15
46053,2016,9856885.758
46055,2016,9468349.586
46057,2016,9100124.488
46059,2016,22463185.3
46061,2016,11147448.13
46063,2016,6310447.141
46065,2016,13662008.48
46067,2016,26999441.48
46069,2016,9484755.129
46071,2016,3416544.489
46073,2016,5105947.362
46075,2016,5591927.265
46077,2016,18661125.8
46079,2016,14761932.78
46081,2016,878228.1159
46083,2016,14372898.17
46085,2016,17910272.25
46087,2016,17918249.46
46089,2016,16640793.86
46091,2016,21824297.66
46093,2016,14437919.89
46095,2016,2362197.333
46097,2016,12774577.03
46099,2016,16277934.92
46101,2016,12857997.02
46102,2016,0
46103,2016,8643613.783
46105,2016,10711116
46107,2016,14438488.79
46109,2016,26058245.36
46111,2016,14060760.66
46113,2016,1627342.369
46115,2016,30848632.35
46117,2016,9315226.278
46119,2016,25535199.72
46121,2016,2227586.914
46123,2016,15023934.59
46125,2016,17274178.63
46127,2016,14595911.97
46129,2016,10100922.55
46135,2016,15268058.66
46137,2016,5173957.65
46003,2015,17583624.13
46005,2015,31719275.59
46007,2015,2878951.909
46009,2015,7948610.796
46011,2015,20688280.3
46013,2015,58890131.96
46015,2015,13877133.03
46017,2015,4156941.995
46019,2015,2114894.599
46021,2015,10858439.33
46023,2015,23870307.8
46025,2015,14866662.36
46027,2015,9490050.671
46029,2015,11576214.05
46031,2015,7602765.008
46033,2015,720612.6295
46035,2015,12190586.27
46037,2015,23845648.92
46039,2015,14976477.73
46041,2015,3915973.867
46043,2015,14589472.65
46045,2015,25288177.54
46047,2015,1639405.159
46049,2015,15332652.85
46051,2015,11654961.91
46053,2015,9172782.333
46055,2015,6767101.286
46057,2015,11556606.36
46059,2015,18794094.99
46061,2015,15484391.08
46063,2015,1738000.383
46065,2015,10895111.62
46067,2015,21253455.66
46069,2015,8794878.515
46071,2015,2103501.585
46073,2015,7672333.128
46075,2015,3539253.574
46077,2015,12789383.9
46079,2015,15707487.56
46081,2015,154077.7059
46083,2015,20044906.43
46085,2015,14087291.34
46087,2015,19096508.82
46089,2015,14918059.77
46091,2015,22028862.5
46093,2015,4726183.329
46095,2015,2371134.01
46097,2015,12125227.29
46099,2015,24287982.71
46101,2015,17503985.44
46102,2015,0
46103,2015,3978449.324
46105,2015,7611665.833
46107,2015,11275958.34
46109,2015,25404325.2
46111,2015,13009006.16
46113,2015,1801570.282
46115,2015,35317594.04
46117,2015,7615790.14
46119,2015,25209033.05
46121,2015,2651074.665
46123,2015,13910915.44
46125,2015,19561435.62
46127,2015,19548450.79
46129,2015,10812070.84
46135,2015,10623743.03
46137,2015,3241160.241
46003,2014,13940170.32
46005,2014,21156684.98
46007,2014,9886460.99
46009,2014,9938711.061
46011,2014,11341674.4
46013,2014,37707405.35
46015,2014,13698002.17
46017,2014,4529720.171
46019,2014,13497393.79
46021,2014,9223037.194
46023,2014,21780234.55
46025,2014,15185624
46027,2014,9611541.615
46029,2014,10942703.3
46031,2014,13221707.59
46033,2014,4990208.726
46035,2014,9050271.053
46037,2014,17957069.59
46039,2014,10369842.7
46041,2014,17420240.62
46043,2014,8020690.669
46045,2014,21062421.57
46047,2014,14221764.4
46049,2014,15397458.5
46051,2014,10833393.31
46053,2014,16266189.76
46055,2014,22728944.2
46057,2014,9134897.899
46059,2014,23744605.57
46061,2014,9669082.512
46063,2014,8482879.546
46065,2014,11732642.81
46067,2014,17811883.04
46069,2014,11673314.04
46071,2014,14345225.45
46073,2014,7218202.324
46075,2014,10184902.18
46077,2014,14912430.26
46079,2014,8094513.302
46081,2014,1116740.835
46083,2014,9692070.602
46085,2014,18551181.03
46087,2014,10830209.96
46089,2014,11708689.59
46091,2014,14655607.91
46093,2014,39768667.26
46095,2014,11733383.27
46097,2014,10841379.13
46099,2014,10899197.43
46101,2014,8596555.304
46102,2014,0
46103,2014,20473741.24
46105,2014,22037313.21
46107,2014,15634167.06
46109,2014,16763200.41
46111,2014,10822315.91
46113,2014,11689244.53
46115,2014,27229398.17
46117,2014,14456878.12
46119,2014,20802592.02
46121,2014,10562766.93
46123,2014,27426826.35
46125,2014,11774457.84
46127,2014,9302611.596
46129,2014,8805023.972
46135,2014,10040631.19
46137,2014,16866763.9
46003,2013,12835419.46
46005,2013,25270042.5
46007,2013,4751595.892
46009,2013,10275014.74
46011,2013,15927936.22
46013,2013,54340553.69
46015,2013,11393058.14
46017,2013,3946170.51
46019,2013,3476909.566
46021,2013,11187871.13
46023,2013,18953508.21
46025,2013,19368986.22
46027,2013,14551109.1
46029,2013,12854739.49
46031,2013,9184385.62
46033,2013,1958389.747
46035,2013,9837726.242
46037,2013,22331864.43
46039,2013,12626883.66
46041,2013,5778403.207
46043,2013,8642418.779
46045,2013,25154264.67
46047,2013,1967068.348
46049,2013,20444641.57
46051,2013,13388583.19
46053,2013,6433736.622
46055,2013,11787526.22
46057,2013,11217611.05
46059,2013,23972687.36
46061,2013,11400024.36
46063,2013,4190813.107
46065,2013,12053547.99
46067,2013,20335372.96
46069,2013,11061936.69
46071,2013,4250456.686
46073,2013,5658130.354
46075,2013,5208014.989
46077,2013,16932038.33
46079,2013,11225647.5
46081,2013,226174.4811
46083,2013,14468219.84
46085,2013,16127599.71
46087,2013,13786727.55
46089,2013,13951905.66
46091,2013,21643630.67
46093,2013,7064168.69
46095,2013,2772107.373
46097,2013,11372778.11
46099,2013,15979528.36
46101,2013,13257910.78
46102,2013,0
46103,2013,5569659.776
46105,2013,10347675.69
46107,2013,16331986.18
46109,2013,22884971.44
46111,2013,10249338.54
46113,2013,1761957.322
46115,2013,41333045.55
46117,2013,12343171.84
46119,2013,21844774.31
46121,2013,2200575.065
46123,2013,12778039.45
46125,2013,15679590.59
46127,2013,14760751.54
46129,2013,9807616.022
46135,2013,11149238.56
46137,2013,6025737.465
46003,2012,10499608.96
46005,2012,26354315.6
46007,2012,4308972.243
46009,2012,9389740.878
46011,2012,15005900.56
46013,2012,54475356.85
46015,2012,10520103.71
46017,2012,3144942.025
46019,2012,2520993.256
46021,2012,9707031.309
46023,2012,16905801.39
46025,2012,20976848.95
46027,2012,11898033.57
46029,2012,12277589.63
46031,2012,7291494.046
46033,2012,484624.6177
46035,2012,9659733.309
46037,2012,20467633.89
46039,2012,11933057.51
46041,2012,4665568.969
46043,2012,8001913.625
46045,2012,24159221.98
46047,2012,1240727.36
46049,2012,17615792.3
46051,2012,12584194.79
46053,2012,5665552.191
46055,2012,9921446.447
46057,2012,12055492.08
46059,2012,23628650.48
46061,2012,10417236.01
46063,2012,2596083.157
46065,2012,10141698
46067,2012,19228723.22
46069,2012,9413305.772
46071,2012,4113433.763
46073,2012,5568603.392
46075,2012,4719311.121
46077,2012,16793287
46079,2012,10881588.35
46081,2012,118218.4107
46083,2012,13214760.27
46085,2012,14711081.1
46087,2012,12926358.91
46089,2012,11504495.29
46091,2012,18334308.86
46093,2012,6075112.952
46095,2012,2213361.458
46097,2012,10721010.87
46099,2012,15314527.52
46101,2012,12792305.77
46102,2012,0
46103,2012,4874026.141
46105,2012,8609902.86
46107,2012,15181254.66
46109,2012,19999343.21
46111,2012,9596841.501
46113,2012,1692138.218
46115,2012,42582349.02
46117,2012,9187574.84
46119,2012,19528186.42
46121,2012,1852803.607
46123,2012,11410569.97
46125,2012,14362190.66
46127,2012,12693429.59
46129,2012,9444816.79
46135,2012,9641424.231
46137,2012,4254838.319
46003,2011,10870789.9
46005,2011,26723330.03
46007,2011,5246243.495
46009,2011,10052217.42
46011,2011,16195286.73
46013,2011,53965285.95
46015,2011,10252232.75
46017,2011,3335854.622
46019,2011,2735431.063
46021,2011,9708420.039
46023,2011,16391503.05
46025,2011,20759221.52
46027,2011,12801898.91
46029,2011,12854330.96
46031,2011,7476891.632
46033,2011,590780.4379
46035,2011,9515515.531
46037,2011,21938939.91
46039,2011,12160737.07
46041,2011,5150761.2
46043,2011,7991100.657
46045,2011,23519777.4
46047,2011,1598486.095
46049,2011,18669698.01
46051,2011,11687554.22
46053,2011,5782641.998
46055,2011,11717688.28
46057,2011,11833200.9
46059,2011,24649111.07
46061,2011,10254074.12
46063,2011,2738596.717
46065,2011,11077248.37
46067,2011,20786028.26
46069,2011,10003646.38
46071,2011,5052184.115
46073,2011,6036434.697
46075,2011,4879398.509
46077,2011,16702246.53
46079,2011,11383625.92
46081,2011,124174.7065
46083,2011,14186102.64
46085,2011,15549465.54
46087,2011,13742313.1
46089,2011,12272859.26
46091,2011,20544852.79
46093,2011,5813124.847
46095,2011,2374705.899
46097,2011,11229123.38
46099,2011,16173589.98
46101,2011,13747234.87
46102,2011,0
46103,2011,5426934.933
46105,2011,9008273.381
46107,2011,15352838.42
46109,2011,21427646.3
46111,2011,10713327.65
46113,2011,1831171.11
46115,2011,40993338.58
46117,2011,9654629.38
46119,2011,20146393.33
46121,2011,2111142.743
46123,2011,12000137.96
46125,2011,14561584.25
46127,2011,13238937.5
46129,2011,9364591.653
46135,2011,10093149.48
46137,2011,4942889.867
46003,2010,11057488.3
46005,2010,27754608.55
46007,2010,4537922.353
46009,2010,9888649.222
46011,2010,15803214.25
46013,2010,57369814.79
46015,2010,11079072.01
46017,2010,3312043.315
46019,2010,2654942.061
46021,2010,10222798.36
46023,2010,17804063.18
46025,2010,22091419.11
46027,2010,12530215.9
46029,2010,12929939.04
46031,2010,7678915.516
46033,2010,510374.3448
46035,2010,10172987.25
46037,2010,21555147.75
46039,2010,12567100.78
46041,2010,4913466.255
46043,2010,8427082.064
46045,2010,25442882.26
46047,2010,1306651.355
46049,2010,18551778.28
46051,2010,13252835.16
46053,2010,5966581.931
46055,2010,10448606.09
46057,2010,12696040.7
46059,2010,24884119.73
46061,2010,10970738.61
46063,2010,2734021.74
46065,2010,10680560.35
46067,2010,20250409.61
46069,2010,9913466.198
46071,2010,4331994.259
46073,2010,5864481.919
46075,2010,4970063.908
46077,2010,17685570.52
46079,2010,11459763.54
46081,2010,124499.7503
46083,2010,13916904.69
46085,2010,15492730.05
46087,2010,13613179.61
46089,2010,12115767.61
46091,2010,19308472.02
46093,2010,6397904.026
46095,2010,2330964.756
46097,2010,11290654.04
46099,2010,16128239.6
46101,2010,13472003.77
46102,2010,0
